index	30-39_Controls	40-49_Controls	50-59_Controls	60-69_Controls	70-79_Controls	30-39_Cases	40-49_Cases	50-59_Cases	60-69_Cases	70-79_Cases	index	30-39_Prevalence	40-49_Prevalence	50-59_Prevalence	60-69_Prevalence	70-79_Prevalence	PheCode	Phenotype	Total_Prevalence	Total_Cases	Total_Controls
0	6.0	116514.0	164927.0	211418.0	2370.0		128.0	216.0	319.0	3.0	Status	0.0	0.0010973748735446922	0.001307957346057659	0.0015065860005572952	0.0012642225031605564	8.0	Intestinal infection	0.0013430099959467717	666	495235
0	6.0	116514.0	164927.0	211418.0	2370.0		486.0	898.0	1550.0	26.0	Status	0.0	0.004153846153846154	0.005415347504899744	0.0072780887269448934	0.010851419031719533	8.5	Bacterial enteritis	0.005941448629552685	2960	495235
0	6.0	114266.0	160244.0	201556.0	2200.0		137.0	350.0	886.0	20.0	Status	0.0	0.0011975210440285657	0.0021794089442943075	0.004376562175833078	0.009009009009009009	38.1	Gram negative septicemia	0.0029041101602159843	1393	478272
0	6.0	116514.0	164927.0	211418.0	2370.0		5.0	14.0	24.0	2.0	Status	0.0	4.291145650065655e-05	8.487883546237746e-05	0.00011350630432931962	0.0008431703204047217	8.51	Intestinal e.coli	9.085769665643676e-05	45	495235
0	6.0	116514.0	164927.0	211418.0	2370.0		111.0	230.0	659.0	10.0	Status	0.0	0.0009517684887459807	0.001392614300332411	0.00310736194872617	0.004201680672268907	8.52	Intestinal infection due to C. difficile	0.0020352849902769803	1010	495235
0	6.0	116514.0	164927.0	211418.0	2370.0		15.0	26.0	38.0		Status	0.0	0.00012872332209149653	0.00015762065558068056	0.00017970641646489105	0.0	8.7	Intestinal infection due to protozoa	0.00015949478512620278	79	495235
0	6.0	116514.0	164927.0	211418.0	2370.0		202.0	425.0	670.0	13.0	Status	0.0	0.0017306967339525	0.00257027432386666	0.0031590660480555243	0.005455308434746118	8.6	Viral Enteritis	0.002638230170478003	1310	495235
0	6.0	114266.0	160244.0	201556.0	2200.0		74.0	114.0	149.0	1.0	Status	0.0	0.0006471925835228266	0.0007109093403509647	0.0007387025606702858	0.00045433893684688776	10.0	Tuberculosis	0.0007062117381584171	338	478272
0	6.0	114266.0	160244.0	201556.0	2200.0		1223.0	2695.0	5458.0	85.0	Status	0.0	0.010589753136662366	0.016539932121837006	0.02636536659356372	0.037199124726477024	41.0	Bacterial infection NOS	0.019397908281785323	9461	478272
0	6.0	114260.0	161672.0	206774.0	2326.0		326.0	601.0	1071.0	18.0	Status	0.0	0.0028450246976070375	0.0037036352319856046	0.005152878346845005	0.007679180887372013	686.0	Other local infections of skin and subcutaneous tissue	0.00413917142657693	2016	485038
0	6.0	115480.0	162280.0	204032.0	2245.0		166.0	430.0	892.0	16.0	Status	0.0	0.0014354149732805285	0.0026427386147132937	0.004352833245495891	0.007076514816452897	480.1	Bacterial pneumonia	0.003097537416563175	1504	484043
0	6.0	115541.0	162709.0	206976.0	2287.0		63.0	106.0	203.0	2.0	Status	0.0	0.0005449638420815889	0.0006510456653256763	0.0009798290367266952	0.0008737439930100481	369.0	Infection of the eye	0.0007665615206612925	374	487519
0	6.0	114266.0	160244.0	201556.0	2200.0		102.0	222.0	423.0	2.0	Status	0.0	0.0008918578623391158	0.001383470641755886	0.002094277127820219	0.0009082652134423251	38.2	Gram positive septicemia	0.0015636057709369736	749	478272
0	6.0	113298.0	154824.0	188613.0	2039.0		3.0	4.0	6.0		Status	0.0	2.6478142293536684e-05	2.583512026248482e-05	3.181015698312471e-05	0.0	711.0	Arthropathy associated with infections	2.8335218715194e-05	13	458780
0	6.0	116055.0	164122.0	210734.0	2370.0		61.0	155.0	222.0		Status	0.0	0.0005253367322332839	0.0009435283088929065	0.0010523521492633535	0.0	529.1	Glossitis	0.0008871335257481392	438	493287
0	6.0	116884.0	165320.0	211461.0	2368.0		547.0	1360.0	3119.0	52.0	Status	0.0	0.004658054517120692	0.008159347252219822	0.01453537142324541	0.021487603305785124	994.2	Sepsis	0.010133362069137546	5078	496039
0	6.0	117216.0	166375.0	214183.0	2413.0		12.0	27.0	24.0	2.0	Status	0.0	0.00010236462278636504	0.0001622576651722936	0.00011204115645146984	0.0008281573498964803	130.0	Spirochetal infection	0.00012993295459542875	65	500193
0	5.0	115445.0	164015.0	211135.0	2372.0		1035.0	1208.0	1485.0	20.0	Status	0.0	0.008885645604395604	0.007311330746929907	0.006984291223779512	0.008361204013377926	79.0	Viral infection	0.007545498469962957	3748	492972
0	6.0	114266.0	160244.0	201556.0	2200.0		6.0	8.0	17.0		Status	0.0	5.250630075609073e-05	4.9921373836207974e-05	8.433669191806443e-05	0.0	31.0	Diseases due to other mycobacteria	6.481247242856516e-05	31	478272
0	6.0	117427.0	166679.0	214580.0	2420.0		4.0	1.0			Status	0.0	3.406255588388075e-05	5.999520038396928e-06	0.0	0.0	657.0	Infections specific to the perinatal period	9.977709796315032e-06	5	501112
0	6.0	108186.0	165742.0	214573.0	2420.0		51.0	7.0			Status	0.0	0.0004711882258377449	4.2232532322970275e-05	0.0	0.0	639.0	Complications following abortion or ectopic and molar pregnancies	0.00011812988176828212	58	490927
0	6.0	116677.0	165553.0	212943.0	2396.0		405.0	577.0	900.0	12.0	Status	0.0	0.0034591141251430623	0.0034731836513573707	0.004208695164209257	0.0049833887043189366	465.0	Acute upper respiratory infections of multiple or unspecified sites	0.0037920271328150497	1894	497575
0	6.0	114266.0	160244.0	201556.0	2200.0		472.0	675.0	1245.0	28.0	Status	0.0	0.004113719953284875	0.004194656939205439	0.006139022983121385	0.012567324955116697	41.2	Streptococcus infection	0.005034408727417973	2420	478272
0	6.0	117117.0	166182.0	213916.0	2411.0		162.0	179.0	201.0	2.0	Status	0.0	0.001381321464200752	0.001075973335096567	0.0009387391005851941	0.0008288437629506838	320.0	Meningitis	0.0010876171587601165	544	499632
0	6.0	116808.0	165331.0	211666.0	2384.0		3.0	5.0	7.0		Status	0.0	2.5682512777050106e-05	3.0241447718585185e-05	3.30698766493601e-05	0.0	420.0	Carditis	3.0229136857378933e-05	15	496195
0	6.0	114266.0	160244.0	201556.0	2200.0		575.0	1419.0	3271.0	55.0	Status	0.0	0.005006922614745605	0.008777518665371792	0.01596957432369756	0.024390243902439025	38.0	Septicemia	0.011001009115121838	5320	478272
0	6.0	117216.0	166375.0	214183.0	2413.0		67.0	73.0	64.0	1.0	Status	0.0	0.0005712677881704936	0.0004385754109391522	0.00029872063552815206	0.00041425020712510354	133.0	Arthropod-borne diseases	0.00040967389957593755	205	500193
0	6.0	114266.0	160244.0	201556.0	2200.0		761.0	1361.0	2432.0	41.0	Status	0.0	0.006615838020638633	0.008421769128430432	0.011922269937447301	0.018295403837572513	41.1	Staphylococcus infections	0.009516077926219849	4595	478272
0	6.0	117402.0	166649.0	214553.0	2420.0		17.0	25.0	27.0		Status	0.0	0.00014478065730418415	0.00014999340029038722	0.00012582719731568645	0.0	90.0	Sexually transmitted infections (not HIV or hepatitis)	0.0001376973412439458	69	501030
0	6.0	117402.0	166649.0	214553.0	2420.0		4.0	4.0			Status	0.0	3.406980903872034e-05	2.4001968161389234e-05	0.0	0.0	90.2	Gonococcal infections	1.5966852813559052e-05	8	501030
0	6.0	117402.0	166649.0	214553.0	2420.0		8.0	2.0			Status	0.0	6.81372966527553e-05	1.2001128106041968e-05	0.0	0.0	90.3	Venereal diseases due to Chlamydia trachomatis	1.9958486348395338e-05	10	501030
0	6.0	117216.0	166375.0	214183.0	2413.0		5.0	8.0	14.0		Status	0.0	4.265447317460182e-05	4.8081835283652774e-05	6.536039253584317e-05	0.0	131.0	Protozoan infection	5.3976250449802085e-05	27	500193
0	5.0	115445.0	164015.0	211135.0	2372.0		79.0	113.0	149.0	1.0	Status	0.0	0.000683840587237284	0.000688487034509651	0.0007052119422199504	0.00042140750105351877	54.0	Herpes simplex	0.0006932704119485763	342	492972
0	5.0	115445.0	164015.0	211135.0	2372.0		296.0	386.0	548.0	6.0	Status	0.0	0.0025574342713472324	0.002347917591742143	0.0025887766140880466	0.002523128679562658	78.0	Viral warts & HPV	0.002500971250971251	1236	492972
0	6.0	116055.0	164122.0	210734.0	2370.0		452.0	941.0	1389.0	16.0	Status	0.0	0.003879595217454745	0.005700853613468797	0.006548087666118242	0.006705783738474434	528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	0.0056401624721569895	2798	493287
0	6.0	117216.0	166375.0	214183.0	2413.0		8.0	12.0	21.0		Status	0.0	6.824541049614414e-05	7.212101906999945e-05	9.803738492278388e-05	0.0	130.1	Lyme disease	8.196164195156666e-05	41	500193
0	6.0	117216.0	166375.0	214183.0	2413.0		53.0	107.0	176.0	3.0	Status	0.0	0.00045195234887310373	0.0006427121250345383	0.0008210525333669219	0.0012417218543046358	136.0	Other infectious and parasitic diseases	0.000677279374745271	339	500193
0	6.0	117117.0	166182.0	213916.0	2411.0		47.0	137.0	245.0	4.0	Status	0.0	0.0004011471100337988	0.0008237182763244128	0.0011439991408332983	0.0016563146997929607	324.0	Other CNS infection and poliomyelitis	0.0008658874346334977	433	499632
0	6.0	117117.0	166182.0	213916.0	2411.0		1.0	6.0	15.0		Status	0.0	8.538397172082857e-06	3.6103689797097266e-05	7.011606546035871e-05	0.0	324.1	Jakob-Creutzfeldt disease	4.403046908460655e-05	22	499632
0	6.0	117117.0	166182.0	213916.0	2411.0		73.0	144.0	181.0	2.0	Status	0.0	0.0006229200443723867	0.000865769633130118	0.0008454111921231965	0.0008288437629506838	323.0	Encephalitis	0.0007999488032765903	400	499632
0	6.0	116057.0	163986.0	209369.0	2331.0		78.0	175.0	384.0	12.0	Status	0.0	0.0006716321522366212	0.0010660266445745336	0.0018307247095393153	0.005121638924455826	386.2	Peripheral or central vertigo	0.0013180394721343303	649	491749
0	6.0	115541.0	162709.0	206976.0	2287.0		23.0	58.0	107.0	5.0	Status	0.0	0.00019902391748295316	0.0003563375868572868	0.0005167010329191677	0.002181500872600349	369.2	Eye infection, viral	0.0003957253461058986	193	487519
0	5.0	115445.0	164015.0	211135.0	2372.0		36.0	22.0	24.0	1.0	Status	0.0	0.0003117395935262078	0.00013411608356651242	0.00011365842800922527	0.00042140750105351877	79.1	Varicella infection	0.00016833821784587928	83	492972
0	6.0	115480.0	162280.0	204032.0	2245.0		19.0	42.0	57.0		Status	0.0	0.0001645035887756604	0.0002587449637140991	0.0002792899176339734	0.0	480.2	Viral pneumonia	0.0002437205805506846	118	484043
0	5.0	115445.0	164015.0	211135.0	2372.0		56.0	145.0	317.0	9.0	Status	0.0	0.00048484428706244967	0.0008832846003898635	0.0014991582013884949	0.0037799244015119695	53.0	Herpes zoster	0.0010678846360377629	527	492972
0	5.0	115445.0	164015.0	211135.0	2372.0		11.0	35.0	104.0	1.0	Status	0.0	9.527439024390244e-05	0.00021334958854007924	0.0004923333285993591	0.00042140750105351877	53.1	Herpes zoster with nervous system complications	0.0003062116348253884	151	492972
0	6.0	116443.0	165022.0	212119.0	2394.0		226.0	431.0	734.0	5.0	Status	0.0	0.001937104115060556	0.0026049693870766923	0.003448389263952117	0.0020842017507294707	381.1	Otitis media	0.0028067071454421165	1396	495984
0	5.0	115445.0	164015.0	211135.0	2372.0		25.0	28.0	43.0	1.0	Status	0.0	0.00021650645189226638	0.0001706869540303457	0.000203619695233405	0.00042140750105351877	70.1	Viral hepatitis A	0.00019672703009112314	97	492972
0	5.0	115445.0	164015.0	211135.0	2372.0	1.0	75.0	124.0	104.0		Status	0.16666666666666666	0.0006492382271468144	0.0007554572648791573	0.0004923333285993591	0.0	70.2	Viral hepatitis B	0.0006162878388569483	304	492972
0	5.0	115445.0	164015.0	211135.0	2372.0	1.0	87.0	143.0	158.0	1.0	Status	0.16666666666666666	0.000753038119308936	0.0008711119774851058	0.0007477767838972422	0.00042140750105351877	70.0	Viral hepatitis	0.0007904946063944933	390	492972
0	5.0	115445.0	164015.0	211135.0	2372.0		157.0	239.0	100.0	2.0	Status	0.0	0.0013581079912112248	0.001455063499214631	0.0004734063957204062	0.0008424599831508003	70.3	Viral hepatitis C	0.001009179889354976	498	492972
0	5.0	115445.0	164015.0	211135.0	2372.0		89.0	79.0	41.0		Status	0.0	0.0007703360049855453	0.00048143137469986715	0.0001941508504754328	0.0	71.1	HIV infection, symptomatic	0.0004237795048876579	209	492972
0	6.0	116784.0	165499.0	212027.0	2384.0		523.0	918.0	2072.0	30.0	Status	0.0	0.004458386967529644	0.005516263362517051	0.009677765893348404	0.012427506213753107	112.0	Candidiasis	0.0070825578768718405	3543	496700
0	6.0	115480.0	162280.0	204032.0	2245.0		26.0	56.0	97.0	1.0	Status	0.0	0.00022509653178189878	0.00034496353242657207	0.0004751897084686644	0.0004452359750667854	480.3	Pneumonia due to fungus (mycoses)	0.0003717295543582193	180	484043
0	6.0	117422.0	166678.0	214577.0	2420.0		9.0	2.0	3.0		Status	0.0	7.664075073873168e-05	1.1999040076793856e-05	1.398079970174294e-05	0.0	230.0	Kaposi's sarcoma	2.793758742968209e-05	14	501103
0	6.0	116741.0	165056.0	210780.0	2360.0		229.0	571.0	1285.0	17.0	Status	0.0	0.001957766948790288	0.0034475055395557486	0.006059462900525782	0.00715187210769878	202.2	Non-Hodgkins lymphoma	0.004228993350702653	2102	494943
0	6.0	110771.0	151582.0	183596.0	1944.0		2300.0	6027.0	14590.0	254.0	Status	0.0	0.020341201545931317	0.03824020201892024	0.07361771265376969	0.11555959963603275	195.1	Malignant neoplasm, other	0.04918801876578852	23171	447899
0	6.0	114021.0	160736.0	203974.0	2222.0		19.0	79.0	120.0	2.0	Status	0.0	0.00016660820764643984	0.000491247706992507	0.0005879643693592168	0.0008992805755395684	348.8	Encephalopathy, not elsewhere classified	0.00045721031050814767	220	480959
0	6.0	115652.0	162173.0	202701.0	2217.0		48.0	143.0	340.0	5.0	Status	0.0	0.00041486603284356094	0.0008809975603144484	0.0016745386399791176	0.0022502250225022503	504.0	Other alveolar and parietoalveolar pneumonopathy	0.0011090764248838677	536	482749
0	6.0	116499.0	165098.0	212004.0	2386.0		740.0	1281.0	2296.0	30.0	Status	0.0	0.006311892800177415	0.007699288972766996	0.010713952403173122	0.012417218543046357	798.0	Malaise and fatigue	0.008688092097373786	4347	495993
0	6.0	116662.0	165357.0	212007.0	2375.0		9.0	25.0	43.0		Status	0.0	7.713999194315639e-05	0.00015116518121681925	0.00020278236265031831	0.0	260.1	Cachexia	0.0001550905970786571	77	496407
0	6.0	117046.0	165751.0	212763.0	2403.0		234.0	543.0	967.0	9.0	Status	0.0	0.001995225102319236	0.003265301213513416	0.004524399943854396	0.0037313432835820895	577.1	Acute pancreatitis	0.0035079504204337613	1753	497969
0	5.0	115445.0	164015.0	211135.0	2372.0		21.0	32.0	23.0		Status	0.0	0.00018187171981362478	0.00019506604814473901	0.00010892317601038086	0.0	79.2	Infectious mononucleosis	0.00015414320715224483	76	492972
0	6.0	116784.0	165499.0	212027.0	2384.0		9.0	30.0	42.0	1.0	Status	0.0	7.70594128072744e-05	0.00018123712461260563	0.00019804874828475638	0.0004192872117400419	110.1	Dermatophytosis	0.00016506234122814435	82	496700
0	6.0	116784.0	165499.0	212027.0	2384.0		11.0	37.0	70.0		Status	0.0	9.418211396035789e-05	0.0002235163348153876	0.00033003767144278325	0.0	110.11	Dermatophytosis of nail	0.00023751152333450077	118	496700
0	6.0	116784.0	165499.0	212027.0	2384.0		41.0	57.0	103.0	2.0	Status	0.0	0.0003509522790498609	0.00034429437773321415	0.0004855513128741809	0.0008382229673093043	110.12	Althete's foot	0.0004085304375300612	203	496700
0	6.0	116784.0	165499.0	212027.0	2384.0		3.0	12.0	28.0	2.0	Status	0.0	2.5687790593131085e-05	7.250273395725964e-05	0.00013204121572233619	0.0008382229673093043	110.13	Dermatophytosis of the body	9.058973920220636e-05	45	496700
0	6.0	116784.0	165499.0	212027.0	2384.0		2.0	4.0	5.0		Status	0.0	1.7125340366139776e-05	2.4168746185869742e-05	2.3581346211892546e-05	0.0	110.2	Dermatomycoses	2.2145674245184826e-05	11	496700
0	6.0	116784.0	165499.0	212027.0	2384.0		10.0	18.0	33.0		Status	0.0	8.56208366868161e-05	0.00010875015859398128	0.00015561633499952844	0.0	112.3	Candidiasis of skin and nails	0.00012279546904849615	61	496700
0	6.0	116808.0	165331.0	211666.0	2384.0		101.0	259.0	689.0	13.0	Status	0.0	0.0008639198008707627	0.001564104112567184	0.0032445668809305173	0.005423445974134335	420.3	Endocarditis	0.0021357165409436165	1062	496195
0	6.0	116784.0	165499.0	212027.0	2384.0				1.0		Status	0.0	0.0	0.0	4.7163582168392855e-06	0.0	117.2	Coccidioidomycosis	2.0132836454929627e-06	1	496700
0	6.0	116784.0	165499.0	212027.0	2384.0			3.0	3.0		Status	0.0	0.0	1.8126669164118863e-05	1.4148941187567797e-05	0.0	117.1	Histoplasmosis	1.2079580274850716e-05	6	496700
0	6.0	116784.0	165499.0	212027.0	2384.0			1.0			Status	0.0	0.0	6.042296072507553e-06	0.0	0.0	117.3	Blastomycotic infection	2.0132836454929627e-06	1	496700
0	6.0	116784.0	165499.0	212027.0	2384.0		36.0	55.0	123.0	1.0	Status	0.0	0.0003081664098613251	0.0003322178866110151	0.0005797784586377563	0.0004192872117400419	117.0	Mycoses	0.00043266957125464114	215	496700
0	6.0	116784.0	165499.0	212027.0	2384.0		24.0	78.0	145.0		Status	0.0	0.0002054653790836244	0.00047107992052036215	0.0006834078012178798	0.0	117.4	Aspergillosis	0.0004970348950692931	247	496700
0	6.0	115505.0	161772.0	202295.0	2209.0		108.0	254.0	430.0	8.0	Status	0.0	0.0009341510037798518	0.001567649636478096	0.002121100012331977	0.0036084799278304014	580.2	Nephrotic syndrome without mention of glomerulonephritis	0.001657732180933179	800	481787
0	6.0	115480.0	162280.0	204032.0	2245.0		663.0	1586.0	4154.0	59.0	Status	0.0	0.005708480063370156	0.00967863986427935	0.019953310981526137	0.025607638888888888	480.0	Pneumonia	0.013174177633255523	6462	484043
0	6.0	117216.0	166375.0	214183.0	2413.0		10.0	10.0	20.0		Status	0.0	8.530530769624486e-05	6.010157165609881e-05	9.336937391166324e-05	0.0	134.0	Helminthiases	7.99627373643882e-05	40	500193
0	6.0	117216.0	166375.0	214183.0	2413.0		52.0	55.0	59.0	1.0	Status	0.0	0.00044342872735955247	0.00033046926635822867	0.0002753895127939433	0.00041425020712510354	134.1	Intestinal helminthiases	0.0003337596930210249	167	500193
0	6.0	117216.0	166375.0	214183.0	2413.0		2.0	1.0	4.0		Status	0.0	1.7062225937995872e-05	6.010482281098235e-06	1.867526974092732e-05	0.0	132.1	Pediculosis and phthirus infestation	1.3994402239104358e-05	7	500193
